create|grassland|10
update|cells|23;23;22;23;22;23;24;18;18;20;23;23;22;19;18;20;19;20;18;19;18;16;20;21;20;15;21;22;19;21;21;21;23;22;21;22;17;22;25;21;21;20;23;26;23;17;18;24;26;22;22;25;26;26;24;23;21;22;25;23;26;26;25;24;25;22;26;23;23;25;26;26;23;21;23;25;26;24;25;23;25;23;24;19;25;24;25;26;25;25;25;24;24;23;25;23;22;23;23;24;
create|animal|15;0;1;35
update|animal|9;15;1;35
create|animal|16;0;1;38
update|animal|5;30;1;38
create|animal|17;0;1;79
update|animal|10;15;1;79
create|animal|18;0;1;38
update|animal|11;15;1;38
create|animal|19;0;1;41
update|animal|6;30;1;41
create|animal|20;0;1;62
update|animal|12;15;1;62
create|animal|21;0;1;36
update|animal|7;30;1;36
create|animal|22;0;1;23
update|animal|13;15;1;23
create|animal|23;0;1;13
update|animal|14;15;1;13
create|animal|24;0;1;62
update|animal|8;30;1;62
update|cells|23.1;23.1;22.1;23.1;22.1;23.1;24.1;18.1;18.1;20.1;23.1;23.1;22.1;18.1;18.1;20.1;19.1;20.1;18.1;19.1;18.1;16.1;20.1;20.1;20.1;15.1;21.1;22.1;19.1;21.1;21.1;21.1;23.1;22.1;21.1;21.1;16.1;22.1;23.1;21.1;21.1;19.1;23.1;26.1;23.1;17.1;18.1;24.1;26.1;22.1;22.1;25.1;26.1;26.1;24.1;23.1;21.1;22.1;25.1;23.1;26.1;26.1;23.1;24.1;25.1;22.1;26.1;23.1;23.1;25.1;26.1;26.1;23.1;21.1;23.1;25.1;26.1;24.1;25.1;22.1;25.1;23.1;24.1;19.1;25.1;24.1;25.1;26.1;25.1;25.1;25.1;24.1;24.1;23.1;25.1;23.1;22.1;23.1;23.1;24.1;
update|animal|15;1;1;26
update|animal|9;16;1;46
update|animal|16;1;1;48
update|animal|5;31;1;49
update|animal|17;1;1;68
update|animal|10;16;1;60
update|animal|18;1;1;47
update|animal|11;16;1;47
update|animal|19;1;1;30
update|animal|6;31;1;40
update|animal|20;1;1;72
update|animal|12;16;1;72
update|animal|21;1;1;37
update|animal|7;31;1;26
update|animal|22;1;1;12
update|animal|13;16;1;22
update|animal|23;1;1;2
update|animal|14;16;1;2
update|animal|24;1;1;72
update|animal|8;31;1;61
update|cells|23.2;23.2;20.2;23.2;22.2;23.2;24.2;18.2;18.2;20.2;23.2;23.2;21.2;18.2;18.2;20.2;19.2;20.2;18.2;19.2;18.2;16.2;19.2;20.2;20.2;15.2;19.2;22.2;19.2;21.2;20.2;21.2;23.2;22.2;21.2;21.2;16.2;21.2;23.2;21.2;20.2;19.2;23.2;26.2;23.2;17.2;17.2;22.2;25.2;21.2;22.2;25.2;26.2;26.2;24.2;23.2;21.2;22.2;25.2;23.2;25.2;25.2;23.2;24.2;25.2;22.2;26.2;23.2;22.2;25.2;26.2;26.2;20.2;21.2;23.2;25.2;26.2;24.2;25.2;22.2;25.2;23.2;24.2;19.2;25.2;24.2;25.2;26.2;25.2;25.2;25.2;24.2;24.2;23.2;25.2;23.2;22.2;23.2;23.2;24.2;
update|animal|15;2;1;36
update|animal|9;17;1;37
update|animal|16;2;1;39
update|animal|5;32;1;40
update|animal|17;2;1;67
update|animal|10;17;1;61
update|animal|18;2;1;46
update|animal|11;17;1;57
update|animal|19;2;1;40
update|animal|6;32;1;50
update|animal|20;2;1;71
update|animal|12;17;1;61
update|animal|21;2;1;38
update|animal|7;32;1;17
update|animal|22;2;1;23
update|animal|13;17;1;12
update|animal|23;2;1;1
update|animal|14;17;1;91
update|animal|24;2;1;63
update|animal|8;32;1;72
update|cells|23.3;22.3;20.3;23.3;22.3;23.3;24.3;18.3;18.3;20.3;23.3;23.3;20.3;18.3;18.3;20.3;19.3;19.3;18.3;19.3;18.3;16.3;19.3;19.3;20.3;15.3;19.3;22.3;19.3;21.3;20.3;21.3;23.3;22.3;21.3;21.3;15.3;20.3;22.3;20.3;18.3;19.3;23.3;26.3;23.3;17.3;16.3;22.3;25.3;21.3;21.3;25.3;26.3;26.3;24.3;23.3;21.3;21.3;25.3;23.3;25.3;23.3;23.3;23.3;25.3;22.3;26.3;22.3;22.3;25.3;26.3;25.3;19.3;21.3;23.3;25.3;26.3;24.3;25.3;22.3;25.3;23.3;24.3;19.3;25.3;24.3;25.3;26.3;25.3;25.3;25.3;23.3;24.3;23.3;25.3;23.3;22.3;23.3;23.3;24.3;
update|animal|15;3;1;45
update|animal|9;18;1;48
update|animal|16;3;1;49
update|animal|5;33;1;39
update|animal|17;3;1;68
update|animal|10;18;1;52
update|animal|18;3;1;35
update|animal|11;18;1;56
update|animal|19;3;1;49
update|animal|6;33;1;61
update|animal|20;3;1;62
update|animal|12;18;1;50
update|animal|21;3;1;37
update|animal|7;33;1;8
update|animal|22;3;1;32
update|animal|13;18;1;3
update|animal|23;3;1;10
update|animal|14;18;1;90
update|animal|24;3;1;74
update|animal|8;33;1;83
update|cells|23.4;22.4;20.4;22.4;22.4;23.4;24.4;18.4;17.4;20.4;22.4;23.4;20.4;18.4;18.4;20.4;19.4;19.4;18.4;19.4;18.4;16.4;19.4;19.4;20.4;15.4;19.4;22.4;19.4;21.4;20.4;21.4;22.4;22.4;21.4;20.4;15.4;19.4;22.4;19.4;18.4;19.4;23.4;26.4;23.4;16.4;16.4;22.4;24.4;19.4;20.4;25.4;25.4;26.4;24.4;23.4;20.4;21.4;25.4;23.4;25.4;22.4;22.4;23.4;25.4;22.4;26.4;22.4;21.4;25.4;26.4;25.4;19.4;21.4;22.4;25.4;26.4;24.4;25.4;22.4;25.4;23.4;24.4;18.4;25.4;24.4;25.4;26.4;25.4;25.4;24.4;23.4;24.4;23.4;25.4;23.4;22.4;23.4;23.4;24.4;
update|animal|15;4;1;36
update|animal|9;19;1;47
update|animal|16;4;1;48
update|animal|5;34;1;49
update|animal|17;4;1;67
update|animal|10;19;1;42
update|animal|18;4;1;44
update|animal|11;19;1;55
update|animal|19;4;1;39
update|animal|6;34;1;70
update|animal|20;4;1;73
update|animal|12;19;1;40
update|animal|21;4;1;28
update|animal|7;34;1;19
update|animal|22;4;1;21
update|animal|13;19;1;12
update|animal|23;4;1;21
update|animal|14;19;1;91
update|animal|24;4;1;85
update|animal|8;34;1;73
update|cells|23.5;22.5;20.5;22.5;22.5;23.5;24.5;18.5;17.5;20.5;22.5;23.5;19.5;18.5;18.5;20.5;19.5;19.5;18.5;18.5;18.5;14.5;19.5;19.5;20.5;15.5;19.5;22.5;18.5;21.5;20.5;21.5;22.5;22.5;21.5;20.5;14.5;19.5;22.5;18.5;17.5;19.5;22.5;26.5;22.5;16.5;16.5;21.5;23.5;18.5;20.5;25.5;25.5;26.5;24.5;22.5;20.5;21.5;25.5;23.5;25.5;22.5;22.5;23.5;25.5;22.5;26.5;21.5;21.5;25.5;25.5;25.5;19.5;19.5;22.5;25.5;26.5;24.5;25.5;22.5;25.5;23.5;24.5;18.5;25.5;23.5;25.5;26.5;25.5;25.5;24.5;22.5;24.5;23.5;25.5;23.5;22.5;23.5;23.5;24.5;
update|animal|15;5;1;25
update|animal|9;20;1;37
update|animal|16;5;1;47
update|animal|5;35;1;59
update|animal|17;5;1;58
update|animal|10;20;1;43
update|animal|18;5;1;43
update|animal|11;20;1;65
update|animal|19;5;1;20
update|animal|6;35;1;81
update|animal|20;5;1;74
update|animal|12;20;1;41
update|animal|21;5;1;37
update|animal|7;35;1;20
update|animal|22;5;1;12
update|animal|13;20;1;1
update|animal|23;5;1;20
update|animal|14;20;1;80
update|animal|24;5;1;94
update|animal|8;35;1;72
update|cells|23.6;21.6;20.6;22.6;22.6;23.6;24.6;18.6;17.6;20.6;22.6;23.6;18.6;18.6;18.6;20.6;19.6;19.6;18.6;18.6;15.6;14.6;19.6;19.6;20.6;14.6;19.6;22.6;18.6;21.6;20.6;21.6;22.6;22.6;21.6;20.6;14.6;17.6;22.6;18.6;17.6;18.6;22.6;24.6;22.6;16.6;16.6;20.6;23.6;18.6;20.6;25.6;25.6;26.6;24.6;22.6;20.6;21.6;24.6;22.6;25.6;22.6;22.6;23.6;25.6;21.6;26.6;21.6;21.6;25.6;25.6;25.6;18.6;19.6;21.6;25.6;26.6;24.6;25.6;22.6;24.6;22.6;24.6;18.6;25.6;23.6;25.6;26.6;25.6;25.6;24.6;22.6;24.6;23.6;24.6;23.6;22.6;23.6;23.6;24.6;
update|animal|15;6;1;15
update|animal|9;21;1;28
update|animal|16;6;1;56
update|animal|5;36;1;40
update|animal|17;6;1;68
update|animal|10;21;1;33
update|animal|18;6;1;53
update|animal|11;21;1;76
update|animal|19;6;1;39
update|animal|6;36;1;70
update|animal|20;6;1;84
update|animal|12;21;1;32
update|animal|21;6;1;27
update|animal|7;36;1;19
update|animal|22;6;1;1
update|animal|13;21;1;12
update|animal|23;6;1;29
update|animal|14;21;1;90
update|animal|24;6;1;84
delete|animal|8;36;0.9;72
update|cells|23.7;20.7;20.7;22.7;22.7;23.7;24.7;18.7;17.7;20.7;22.7;23.7;17.7;18.7;18.7;19.7;19.7;19.7;18.7;17.7;15.7;14.7;19.7;19.7;20.7;14.7;19.7;21.7;17.7;20.7;20.7;21.7;21.7;21.7;21.7;20.7;14.7;17.7;22.7;17.7;16.7;18.7;22.7;24.7;22.7;16.7;16.7;20.7;23.7;18.7;20.7;25.7;25.7;25.7;24.7;22.7;19.7;21.7;24.7;22.7;25.7;22.7;22.7;23.7;25.7;21.7;26.7;21.7;20.7;25.7;24.7;25.7;18.7;19.7;21.7;25.7;25.7;24.7;25.7;22.7;24.7;22.7;24.7;18.7;23.7;23.7;25.7;26.7;25.7;25.7;23.7;22.7;24.7;23.7;24.7;23.7;22.7;23.7;23.7;24.7;
update|animal|15;7;1;4
update|animal|9;22;1;17
update|animal|16;7;1;45
update|animal|5;37;1;31
update|animal|17;7;1;59
update|animal|10;22;1;34
update|animal|18;7;1;63
update|animal|11;22;1;75
update|animal|19;7;1;49
update|animal|6;37;1;69
update|animal|20;7;1;93
update|animal|12;22;1;33
update|animal|21;7;1;37
delete|animal|7;37;0.9;19
update|animal|22;7;1;11
update|animal|13;22;1;22
update|animal|23;7;1;30
update|animal|14;22;1;9
update|animal|24;7;1;74
update|cells|23.8;20.8;20.8;22.8;21.8;23.8;24.8;18.8;17.8;19.8;22.8;22.8;17.8;18.8;18.8;19.8;19.8;18.8;18.8;17.8;15.8;14.8;18.8;19.8;20.8;14.8;19.8;21.8;17.8;20.8;19.8;20.8;21.8;20.8;20.8;20.8;14.8;16.8;22.8;17.8;16.8;18.8;22.8;24.8;22.8;15.8;16.8;20.8;23.8;17.8;20.8;25.8;25.8;25.8;24.8;22.8;19.8;21.8;24.8;21.8;25.8;22.8;22.8;22.8;25.8;21.8;26.8;21.8;20.8;24.8;24.8;25.8;18.8;19.8;20.8;24.8;25.8;24.8;25.8;22.8;24.8;22.8;24.8;18.8;23.8;23.8;25.8;26.8;25.8;25.8;23.8;22.8;24.8;22.8;24.8;23.8;22.8;23.8;23.8;24.8;
update|animal|15;8;1;5
update|animal|9;23;1;18
update|animal|16;8;1;36
delete|animal|5;38;0.9;31
update|animal|17;8;1;60
update|animal|10;23;1;25
update|animal|18;8;1;74
update|animal|11;23;1;74
update|animal|19;8;1;59
delete|animal|6;38;0.9;69
update|animal|20;8;1;94
update|animal|12;23;1;23
update|animal|21;8;1;38
update|animal|22;8;1;0
update|animal|13;23;1;11
update|animal|23;8;1;49
update|animal|14;23;1;98
update|animal|24;8;1;85
update|cells|22.9;20.9;20.9;22.9;21.9;22.9;24.9;18.9;17.9;19.9;22.9;21.9;17.9;18.9;18.9;19.9;19.9;18.9;17.9;17.9;15.9;14.9;18.9;18.9;20.9;13.9;19.9;21.9;17.9;20.9;19.9;20.9;21.9;20.9;20.9;20.9;13.9;16.9;21.9;17.9;16.9;18.9;22.9;24.9;22.9;15.9;16.9;20.9;23.9;16.9;20.9;25.9;25.9;25.9;24.9;22.9;19.9;21.9;24.9;20.9;24.9;22.9;22.9;22.9;25.9;21.9;26.9;21.9;20.9;24.9;24.9;25.9;18.9;19.9;18.9;24.9;25.9;24.9;25.9;22.9;24.9;22.9;24.9;18.9;23.9;22.9;25.9;26.9;25.9;25.9;23.9;22.9;24.9;22.9;23.9;23.9;22.9;23.9;22.9;24.9;
update|animal|15;9;1;14
update|animal|9;24;1;17
update|animal|16;9;1;25
update|animal|17;9;1;51
update|animal|10;24;1;24
update|animal|18;9;1;64
update|animal|11;24;1;65
update|animal|19;9;1;58
update|animal|20;9;1;3
update|animal|12;24;1;14
update|animal|21;9;1;39
update|animal|22;9;1;1
update|animal|13;24;1;0
update|animal|23;9;1;59
update|animal|14;24;1;89
update|animal|24;9;1;95
update|cells|22;20;21;22;22;23;25;19;18;20;23;22;18;19;17;20;20;18;18;18;16;15;19;19;20;13;20;22;18;21;20;21;22;21;21;21;14;17;22;17;17;19;23;25;23;16;17;21;24;17;21;25;26;26;25;23;20;22;24;20;25;23;23;23;25;21;27;22;21;25;25;26;19;20;19;25;26;25;26;23;25;23;25;19;24;23;26;27;26;25;24;23;25;23;24;23;23;24;23;25;
update|animal|15;10;1;25
update|animal|9;25;1;28
update|animal|16;10;1;34
update|animal|17;10;1;61
update|animal|10;25;1;33
update|animal|18;10;1;54
update|animal|11;25;1;76
update|animal|19;10;1;69
update|animal|20;10;1;93
update|animal|12;25;1;24
update|animal|21;10;1;38
update|animal|22;10;1;91
update|animal|13;25;1;1
update|animal|23;10;1;68
update|animal|14;25;1;99
update|animal|24;10;1;5
update|cells|22.1;19.1;21.1;22.1;22.1;22.1;25.1;19.1;18.1;20.1;23.1;22.1;18.1;19.1;17.1;20.1;20.1;18.1;18.1;18.1;16.1;15.1;19.1;19.1;19.1;12.1;20.1;22.1;17.1;21.1;20.1;21.1;22.1;20.1;20.1;21.1;14.1;17.1;21.1;17.1;17.1;19.1;23.1;25.1;23.1;16.1;17.1;21.1;24.1;17.1;21.1;25.1;26.1;26.1;24.1;23.1;20.1;22.1;24.1;20.1;25.1;22.1;23.1;23.1;25.1;21.1;27.1;22.1;20.1;24.1;25.1;26.1;19.1;20.1;19.1;25.1;25.1;25.1;26.1;23.1;25.1;23.1;25.1;19.1;24.1;23.1;26.1;27.1;26.1;25.1;24.1;22.1;25.1;22.1;24.1;23.1;23.1;24.1;23.1;24.1;
update|animal|15;11;1;26
update|animal|9;26;1;37
update|animal|16;11;1;44
update|animal|17;11;1;52
update|animal|10;26;1;24
update|animal|18;11;1;55
update|animal|11;26;1;65
update|animal|19;11;1;70
update|animal|20;11;1;94
update|animal|12;26;1;34
update|animal|21;11;1;27
update|animal|22;11;1;90
update|animal|13;26;1;12
update|animal|23;11;1;69
update|animal|14;26;1;98
update|animal|24;11;1;4
update|cells|22.2;19.2;21.2;22.2;21.2;22.2;25.2;19.2;18.2;20.2;23.2;22.2;17.2;19.2;17.2;20.2;20.2;18.2;18.2;18.2;16.2;15.2;19.2;19.2;18.2;12.2;19.2;21.2;17.2;21.2;20.2;21.2;22.2;20.2;19.2;21.2;14.2;16.2;21.2;17.2;17.2;19.2;23.2;25.2;22.2;16.2;17.2;21.2;24.2;17.2;21.2;25.2;25.2;26.2;24.2;22.2;20.2;22.2;24.2;20.2;25.2;22.2;23.2;23.2;25.2;20.2;27.2;22.2;20.2;23.2;24.2;26.2;19.2;20.2;19.2;25.2;25.2;25.2;26.2;23.2;25.2;23.2;25.2;19.2;24.2;23.2;26.2;27.2;26.2;25.2;23.2;22.2;25.2;22.2;23.2;23.2;23.2;24.2;22.2;24.2;
update|animal|15;12;1;15
update|animal|9;27;1;27
update|animal|16;12;1;45
update|animal|17;12;1;43
update|animal|10;27;1;35
update|animal|18;12;1;44
update|animal|11;27;1;55
update|animal|19;12;1;69
update|animal|20;12;1;3
update|animal|12;27;1;43
update|animal|21;12;1;36
update|animal|22;12;1;81
update|animal|13;27;1;2
update|animal|23;12;1;50
update|animal|14;27;1;88
update|animal|24;12;1;5
update|cells|22.3;19.3;20.3;21.3;21.3;21.3;25.3;19.3;18.3;20.3;23.3;22.3;17.3;19.3;17.3;19.3;20.3;18.3;18.3;18.3;16.3;15.3;19.3;19.3;18.3;12.3;19.3;20.3;17.3;21.3;20.3;21.3;22.3;20.3;19.3;20.3;13.3;16.3;21.3;17.3;17.3;19.3;23.3;23.3;21.3;15.3;17.3;21.3;24.3;17.3;20.3;25.3;25.3;26.3;24.3;21.3;20.3;22.3;24.3;20.3;25.3;22.3;23.3;23.3;25.3;20.3;27.3;22.3;20.3;22.3;24.3;26.3;19.3;20.3;19.3;25.3;25.3;25.3;26.3;23.3;25.3;22.3;25.3;19.3;24.3;23.3;26.3;27.3;25.3;25.3;23.3;22.3;25.3;22.3;23.3;23.3;23.3;24.3;22.3;24.3;
update|animal|15;13;1;25
update|animal|9;28;1;38
update|animal|16;13;1;34
update|animal|17;13;1;32
update|animal|10;28;1;24
update|animal|18;13;1;54
update|animal|11;28;1;44
update|animal|19;13;1;70
update|animal|20;13;1;4
update|animal|12;28;1;42
update|animal|21;13;1;45
update|animal|22;13;1;92
update|animal|13;28;1;3
update|animal|23;13;1;41
update|animal|14;28;1;99
update|animal|24;13;1;15
update|cells|22.4;19.4;20.4;20.4;20.4;21.4;25.4;19.4;18.4;20.4;23.4;22.4;17.4;19.4;17.4;18.4;20.4;18.4;18.4;18.4;16.4;15.4;19.4;19.4;17.4;11.4;19.4;20.4;17.4;21.4;20.4;21.4;21.4;20.4;18.4;20.4;13.4;16.4;20.4;17.4;17.4;18.4;22.4;23.4;20.4;14.4;17.4;21.4;24.4;17.4;20.4;25.4;25.4;26.4;23.4;21.4;20.4;22.4;24.4;20.4;25.4;22.4;23.4;23.4;25.4;20.4;27.4;22.4;20.4;22.4;23.4;26.4;19.4;20.4;19.4;25.4;25.4;25.4;26.4;23.4;25.4;22.4;25.4;19.4;24.4;23.4;26.4;27.4;25.4;25.4;23.4;22.4;24.4;22.4;23.4;23.4;23.4;24.4;22.4;23.4;
update|animal|15;14;1;24
update|animal|9;29;1;49
update|animal|16;14;1;45
update|animal|17;14;1;31
update|animal|10;29;1;13
update|animal|18;14;1;45
update|animal|11;29;1;33
update|animal|19;14;1;80
update|animal|20;14;1;14
update|animal|12;29;1;53
update|animal|21;14;1;56
update|animal|22;14;1;82
update|animal|13;29;1;14
update|animal|23;14;1;30
update|animal|14;29;1;80
update|animal|24;14;1;14
update|cells|22.5;19.5;20.5;20.5;20.5;21.5;25.5;19.5;18.5;20.5;23.5;22.5;17.5;18.5;14.5;18.5;20.5;18.5;18.5;18.5;16.5;15.5;19.5;19.5;16.5;11.5;19.5;20.5;17.5;21.5;19.5;20.5;21.5;19.5;18.5;20.5;13.5;16.5;20.5;17.5;17.5;18.5;22.5;23.5;20.5;12.5;17.5;21.5;24.5;16.5;20.5;25.5;25.5;25.5;23.5;21.5;19.5;22.5;24.5;20.5;25.5;22.5;23.5;23.5;25.5;20.5;27.5;22.5;20.5;22.5;23.5;26.5;19.5;20.5;19.5;25.5;25.5;25.5;26.5;23.5;23.5;22.5;24.5;19.5;24.5;23.5;26.5;27.5;25.5;25.5;23.5;22.5;24.5;22.5;23.5;23.5;23.5;24.5;22.5;23.5;
create|animal|25;0;1;23
update|animal|15;15;1;23
create|animal|26;0;1;39
update|animal|9;30;1;39
create|animal|27;0;1;36
update|animal|16;15;1;36
create|animal|28;0;1;30
update|animal|17;15;1;30
create|animal|29;0;1;24
update|animal|10;30;1;24
create|animal|30;0;1;44
update|animal|18;15;1;44
create|animal|31;0;1;43
update|animal|11;30;1;43
create|animal|32;0;1;81
update|animal|19;15;1;81
create|animal|33;0;1;13
update|animal|20;15;1;13
create|animal|34;0;1;64
update|animal|12;30;1;64
create|animal|35;0;1;46
update|animal|21;15;1;46
create|animal|36;0;1;91
update|animal|22;15;1;91
create|animal|37;0;1;15
update|animal|13;30;1;15
create|animal|38;0;1;41
update|animal|23;15;1;41
create|animal|39;0;1;89
update|animal|14;30;1;89
create|animal|40;0;1;13
update|animal|24;15;1;13
update|cells|22.6;19.6;20.6;20.6;20.6;21.6;25.6;19.6;18.6;20.6;23.6;22.6;17.6;16.6;14.6;17.6;20.6;18.6;18.6;18.6;16.6;15.6;19.6;18.6;15.6;11.6;19.6;20.6;17.6;21.6;18.6;20.6;21.6;19.6;18.6;20.6;12.6;16.6;20.6;16.6;17.6;17.6;22.6;22.6;19.6;12.6;16.6;21.6;24.6;16.6;20.6;25.6;25.6;25.6;23.6;21.6;19.6;22.6;24.6;20.6;25.6;22.6;23.6;23.6;24.6;20.6;27.6;22.6;20.6;22.6;23.6;26.6;19.6;20.6;19.6;25.6;25.6;25.6;26.6;23.6;23.6;21.6;24.6;19.6;24.6;23.6;26.6;27.6;25.6;24.6;23.6;21.6;24.6;22.6;23.6;23.6;23.6;24.6;22.6;23.6;
update|animal|25;1;1;32
update|animal|15;16;1;14
update|animal|26;1;1;20
update|animal|9;31;1;20
update|animal|27;1;1;27
update|animal|16;16;1;25
update|animal|28;1;1;41
update|animal|17;16;1;49
update|animal|29;1;1;13
update|animal|10;31;1;33
update|animal|30;1;1;53
update|animal|18;16;1;43
update|animal|31;1;1;32
update|animal|11;31;1;54
update|animal|32;1;1;90
update|animal|19;16;1;80
update|animal|33;1;1;24
update|animal|20;16;1;4
update|animal|34;1;1;55
update|animal|12;31;1;55
update|animal|35;1;1;37
update|animal|21;16;1;47
update|animal|36;1;1;80
update|animal|22;16;1;92
update|animal|37;1;1;25
update|animal|13;31;1;6
update|animal|38;1;1;50
update|animal|23;16;1;42
update|animal|39;1;1;78
update|animal|14;31;1;79
update|animal|40;1;1;22
update|animal|24;16;1;2
update|cells|22.7;19.7;19.7;20.7;19.7;21.7;24.7;19.7;18.7;20.7;23.7;22.7;17.7;15.7;13.7;17.7;20.7;18.7;18.7;18.7;14.7;15.7;18.7;18.7;14.7;9.70003;19.7;19.7;17.7;21.7;18.7;20.7;19.7;18.7;18.7;20.7;12.7;15.7;20.7;16.7;17.7;16.7;21.7;21.7;19.7;12.7;16.7;20.7;24.7;15.7;19.7;25.7;25.7;24.7;22.7;19.7;19.7;22.7;24.7;20.7;25.7;22.7;23.7;23.7;24.7;20.7;27.7;22.7;20.7;22.7;23.7;26.7;19.7;20.7;19.7;25.7;25.7;25.7;25.7;22.7;21.7;21.7;24.7;19.7;24.7;23.7;26.7;27.7;25.7;24.7;22.7;21.7;23.7;22.7;23.7;23.7;23.7;24.7;22.7;23.7;
update|animal|25;2;1;22
update|animal|15;17;1;24
update|animal|26;2;1;31
update|animal|9;32;1;31
update|animal|27;2;1;28
update|animal|16;17;1;24
update|animal|28;2;1;50
update|animal|17;17;1;40
update|animal|29;2;1;3
update|animal|10;32;1;43
update|animal|30;2;1;54
update|animal|18;17;1;44
update|animal|31;2;1;41
update|animal|11;32;1;45
update|animal|32;2;1;81
update|animal|19;17;1;79
update|animal|33;2;1;33
update|animal|20;17;1;15
update|animal|34;2;1;66
update|animal|12;32;1;65
update|animal|35;2;1;28
update|animal|21;17;1;58
update|animal|36;2;1;70
update|animal|22;17;1;91
update|animal|37;2;1;24
update|animal|13;32;1;96
update|animal|38;2;1;51
update|animal|23;17;1;43
update|animal|39;2;1;69
update|animal|14;32;1;88
update|animal|40;2;1;11
update|animal|24;17;1;91
update|cells|22.8;19.8;19.8;19.8;19.8;21.8;24.8;19.8;18.8;20.8;23.8;21.8;17.8;15.8;13.8;16.8;20.8;18.8;18.8;18.8;14.8;15.8;17.8;18.8;11.8;9.80003;19.8;19.8;15.8;21.8;18.8;18.8;19.8;17.8;18.8;20.8;12.8;15.8;20.8;16.8;16.8;15.8;21.8;19.8;18.8;11.8;16.8;20.8;24.8;15.8;18.8;24.8;25.8;24.8;21.8;19.8;19.8;22.8;23.8;20.8;25.8;22.8;23.8;23.8;24.8;19.8;26.8;22.8;20.8;21.8;22.8;26.8;19.8;20.8;19.8;25.8;25.8;25.8;25.8;21.8;21.8;20.8;24.8;19.8;24.8;23.8;26.8;27.8;24.8;24.8;22.8;19.8;23.8;22.8;23.8;23.8;22.8;24.8;22.8;23.8;
update|animal|25;3;1;21
update|animal|15;18;1;23
update|animal|26;3;1;40
update|animal|9;33;1;41
update|animal|27;3;1;27
update|animal|16;18;1;13
update|animal|28;3;1;41
update|animal|17;18;1;50
update|animal|29;3;1;12
update|animal|10;33;1;44
update|animal|30;3;1;55
update|animal|18;18;1;45
update|animal|31;3;1;51
update|animal|11;33;1;44
update|animal|32;3;1;91
update|animal|19;18;1;88
update|animal|33;3;1;24
update|animal|20;18;1;16
update|animal|34;3;1;56
update|animal|12;33;1;54
update|animal|35;3;1;18
update|animal|21;18;1;47
update|animal|36;3;1;79
update|animal|22;18;1;80
update|animal|37;3;1;34
update|animal|13;33;1;95
update|animal|38;3;1;60
update|animal|23;18;1;34
update|animal|39;3;1;58
update|animal|14;33;1;79
update|animal|40;3;1;1
update|animal|24;18;1;2
update|cells|22.9;18.9;18.9;19.9;19.9;21.9;24.9;19.9;18.9;20.9;23.9;21.9;16.9;14.9;13.9;16.9;19.9;18.9;17.9;18.9;14.9;14.9;17.9;17.9;10.9;9.90003;19.9;18.9;15.9;21.9;18.9;18.9;19.9;17.9;16.9;20.9;12.9;15.9;20.9;16.9;15.9;13.9;21.9;19.9;16.9;10.9;16.9;19.9;24.9;15.9;17.9;23.9;25.9;24.9;20.9;18.9;18.9;22.9;22.9;20.9;24.9;22.9;23.9;23.9;24.9;19.9;26.9;22.9;20.9;21.9;22.9;26.9;19.9;20.9;19.9;25.9;25.9;25.9;25.9;19.9;20.9;20.9;24.9;19.9;24.9;23.9;26.9;27.9;23.9;24.9;22.9;18.9;23.9;22.9;23.9;22.9;22.9;24.9;22.9;23.9;
update|animal|25;4;1;32
update|animal|15;19;1;22
update|animal|26;4;1;51
update|animal|9;34;1;50
update|animal|27;4;1;26
update|animal|16;19;1;12
update|animal|28;4;1;50
update|animal|17;19;1;49
update|animal|29;4;1;23
update|animal|10;34;1;54
update|animal|30;4;1;46
update|animal|18;19;1;34
update|animal|31;4;1;61
update|animal|11;34;1;33
update|animal|32;4;1;82
update|animal|19;19;1;79
update|animal|33;4;1;23
update|animal|20;19;1;7
update|animal|34;4;1;46
update|animal|12;34;1;45
update|animal|35;4;1;28
update|animal|21;19;1;48
update|animal|36;4;1;68
update|animal|22;19;1;90
update|animal|37;4;1;45
update|animal|13;34;1;96
update|animal|38;4;1;79
update|animal|23;19;1;33
update|animal|39;4;1;69
update|animal|14;34;1;60
update|animal|40;4;1;92
update|animal|24;19;1;93
update|cells|23;19;19;20;20;22;25;19;19;21;24;22;16;15;14;17;20;19;18;19;15;15;17;16;11;10;19;19;15;22;19;19;19;16;16;21;13;16;21;17;16;14;22;20;17;9.00003;15;20;24;15;16;23;26;25;20;19;19;23;23;21;24;22;24;24;25;20;27;23;20;21;23;27;20;21;20;26;26;26;26;18;21;21;24;20;25;24;27;28;24;25;22;19;23;22;24;23;22;25;23;24;
update|animal|25;5;1;31
update|animal|15;20;1;11
update|animal|26;5;1;60
update|animal|9;35;1;40
update|animal|27;5;1;15
update|animal|16;20;1;22
update|animal|28;5;1;40
update|animal|17;20;1;39
update|animal|29;5;1;13
update|animal|10;35;1;44
update|animal|30;5;1;37
update|animal|18;20;1;25
update|animal|31;5;1;72
update|animal|11;35;1;24
update|animal|32;5;1;73
update|animal|19;20;1;68
update|animal|33;5;1;13
update|animal|20;20;1;97
update|animal|34;5;1;45
update|animal|12;35;1;35
update|animal|35;5;1;17
update|animal|21;20;1;57
update|animal|36;5;1;69
update|animal|22;20;1;81
update|animal|37;5;1;44
delete|animal|13;35;0.9;96
update|animal|38;5;1;88
update|animal|23;20;1;44
update|animal|39;5;1;58
delete|animal|14;35;0.9;60
update|animal|40;5;1;83
